team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MTL,2022,MTL,MTL,Team Level,5on5,64,0.44,0.46,0.46,185859.0,1384.56,123.92,91.96,328.35,44.94,747.76,564.06,119.69,123.22,119.03,1392.0,509.0,722.0,2623.0,124.0,122.0,26.0,313.0,29.0,615.0,698.0,1268.0,1777.0,221.0,530.0,1322.0,1133.0,335.0,653.0,1393.0,386.0,122.0,40.82,48.37,34.73,42.0,54.0,28.0,2592.37,1901.0,1886.38,487.0,19.09,27.48,27.76,115.26,114.87,113.21,1638.4,157.41,113.25,393.18,54.35,880.92,644.89,150.38,159.27,152.19,1620.0,624.0,861.0,3105.0,147.0,176.0,23.0,340.0,44.0,730.0,807.0,1473.0,2097.0,214.0,502.0,1353.0,1211.0,373.0,622.0,1585.0,477.0,182.0,48.93,59.93,48.56,41.0,70.0,36.0,3157.83,2244.0,2273.03,469.0,23.59,37.25,37.32,143.68,145.27,142.48
MTL,2022,MTL,MTL,Team Level,4on5,64,0.08,0.1,0.11,19949.0,44.2,4.23,2.66,7.02,1.53,15.33,30.25,4.11,4.23,4.11,49.0,12.0,16.0,77.0,2.0,1.0,0.0,3.0,0.0,14.0,41.0,47.0,59.0,10.0,25.0,167.0,48.0,46.0,64.0,42.0,17.0,2.0,1.3,2.29,0.64,0.0,2.0,0.0,77.0,61.0,61.0,63.0,0.61,0.27,0.27,4.56,4.56,4.54,356.23,49.25,32.6,72.7,11.94,215.59,107.91,44.28,49.25,44.28,355.0,135.0,180.0,670.0,50.0,46.0,13.0,57.0,8.0,215.0,114.0,305.0,440.0,9.0,16.0,190.0,18.0,18.0,36.0,328.0,106.0,56.0,9.4,12.88,26.97,7.0,13.0,30.0,670.0,490.0,490.0,6.0,8.47,13.9,13.9,43.83,43.83,40.76
MTL,2022,MTL,MTL,Team Level,5on4,64,0.8,0.85,0.82,19397.0,231.19,26.3,21.33,51.81,7.71,136.3,72.54,24.98,26.3,24.98,233.0,83.0,110.0,426.0,26.0,30.0,4.0,45.0,11.0,99.0,105.0,207.0,290.0,18.0,34.0,159.0,26.0,7.0,28.0,218.0,62.0,36.0,5.62,7.1,13.58,2.0,7.0,17.0,426.0,316.0,316.0,4.0,5.48,4.79,4.79,27.0,27.0,26.3,50.86,6.53,3.06,7.81,1.76,16.74,33.1,6.43,6.53,6.43,60.0,9.0,7.0,76.0,2.0,3.0,0.0,9.0,0.0,15.0,40.0,58.0,67.0,8.0,16.0,152.0,45.0,52.0,38.0,40.0,19.0,10.0,1.14,2.56,2.83,0.0,0.0,2.0,76.0,69.0,69.0,38.0,0.7,0.66,0.66,6.58,6.58,6.53
VAN,2022,VAN,VAN,Team Level,other,64,0.48,0.53,0.53,7093.0,119.64,23.01,8.84,21.91,4.06,66.97,40.22,21.27,23.01,21.27,107.0,58.0,56.0,221.0,25.0,9.0,2.0,13.0,3.0,58.0,57.0,82.0,140.0,5.0,10.0,84.0,18.0,18.0,17.0,93.0,40.0,32.0,3.47,4.8,14.74,5.0,6.0,14.0,221.0,165.0,165.0,5.0,2.56,2.92,2.92,22.65,22.65,21.36,104.47,24.52,7.31,17.35,3.42,58.43,35.96,22.85,24.52,22.85,100.0,47.0,50.0,197.0,26.0,4.0,2.0,20.0,8.0,45.0,44.0,74.0,121.0,2.0,7.0,86.0,22.0,15.0,14.0,76.0,43.0,28.0,3.09,5.52,15.92,2.0,10.0,14.0,197.0,147.0,147.0,7.0,2.07,1.49,1.49,25.11,25.11,23.45
VAN,2022,VAN,VAN,Team Level,all,64,0.47,0.49,0.49,233793.0,1906.44,190.32,139.78,435.86,64.15,1091.23,754.67,182.16,189.38,181.24,1949.0,727.0,895.0,3571.0,212.0,183.0,33.0,417.0,80.0,810.0,974.0,1737.0,2464.0,221.0,534.0,1792.0,1554.0,413.0,450.0,1943.0,537.0,196.0,55.56,65.69,69.06,58.0,85.0,69.0,3531.03,2676.0,2648.39,249.0,31.26,39.18,39.36,182.22,181.25,176.81,2001.59,211.58,143.58,455.64,66.17,1096.79,793.24,201.58,213.79,203.74,2000.0,767.0,890.0,3657.0,246.0,199.0,37.0,403.0,80.0,888.0,951.0,1754.0,2521.0,241.0,568.0,1829.0,1221.0,394.0,500.0,1937.0,593.0,237.0,58.65,73.34,79.6,84.0,78.0,84.0,3721.37,2767.0,2812.25,285.0,31.74,43.3,43.37,199.96,202.18,196.56
VAN,2022,VAN,VAN,Team Level,5on5,64,0.46,0.48,0.48,191034.0,1440.97,124.71,99.59,343.77,48.24,815.83,590.86,120.23,123.77,119.3,1507.0,516.0,679.0,2702.0,136.0,136.0,28.0,352.0,63.0,584.0,752.0,1371.0,1887.0,198.0,488.0,1359.0,1476.0,351.0,376.0,1513.0,396.0,114.0,44.1,48.51,32.09,48.0,58.0,30.0,2662.03,2023.0,1995.39,228.0,20.56,28.34,28.73,116.54,115.57,113.95,1582.19,145.2,109.04,377.29,52.45,867.12,638.9,138.99,147.42,141.15,1586.0,604.0,732.0,2922.0,162.0,163.0,27.0,346.0,63.0,710.0,746.0,1424.0,2028.0,226.0,535.0,1450.0,1144.0,328.0,425.0,1597.0,435.0,158.0,48.17,54.19,42.84,72.0,52.0,38.0,2986.37,2190.0,2235.25,255.0,22.67,33.7,34.11,133.78,135.99,133.46
VAN,2022,VAN,VAN,Team Level,4on5,64,0.1,0.1,0.1,15922.0,33.29,4.16,1.94,4.83,1.02,9.89,20.16,4.1,4.16,4.1,37.0,5.0,7.0,49.0,6.0,2.0,0.0,2.0,0.0,2.0,30.0,31.0,36.0,9.0,18.0,134.0,49.0,31.0,15.0,25.0,10.0,7.0,1.03,1.49,1.64,3.0,2.0,1.0,49.0,42.0,42.0,14.0,0.44,0.29,0.29,4.3,4.3,4.26,262.76,35.99,24.39,54.25,8.82,155.52,83.04,33.91,35.99,33.91,257.0,105.0,101.0,463.0,49.0,32.0,8.0,35.0,9.0,124.0,113.0,208.0,313.0,10.0,20.0,170.0,11.0,12.0,38.0,224.0,96.0,42.0,6.26,11.2,18.54,9.0,13.0,27.0,463.0,362.0,362.0,3.0,6.32,8.1,7.76,34.56,34.56,33.16
VAN,2022,VAN,VAN,Team Level,5on4,64,0.87,0.89,0.87,19744.0,312.53,38.44,29.41,65.36,10.82,198.54,103.43,36.57,38.44,36.57,298.0,148.0,153.0,599.0,45.0,36.0,3.0,50.0,14.0,166.0,135.0,253.0,401.0,9.0,18.0,215.0,11.0,13.0,42.0,312.0,91.0,43.0,6.97,10.88,20.6,2.0,19.0,24.0,599.0,446.0,446.0,2.0,7.7,7.62,7.41,38.73,38.73,37.24,52.16,5.86,2.85,6.75,1.48,15.71,35.33,5.83,5.86,5.83,57.0,11.0,7.0,75.0,9.0,0.0,0.0,2.0,0.0,9.0,48.0,48.0,59.0,3.0,6.0,123.0,44.0,39.0,23.0,40.0,19.0,9.0,1.13,2.43,2.31,1.0,3.0,5.0,75.0,68.0,68.0,20.0,0.67,0.0,0.0,6.53,6.53,6.49
TOR,2022,TOR,TOR,Team Level,other,64,0.5,0.44,0.46,7172.0,78.05,20.62,5.65,13.24,2.59,38.75,26.17,19.2,20.62,19.2,75.0,32.0,38.0,145.0,19.0,7.0,1.0,11.0,5.0,28.0,37.0,56.0,88.0,2.0,4.0,81.0,17.0,20.0,20.0,47.0,27.0,33.0,1.83,3.38,15.4,1.0,4.0,14.0,145.0,107.0,107.0,11.0,1.6,2.41,2.49,19.73,19.73,18.91,92.97,20.25,7.01,17.18,3.17,49.21,29.17,18.3,20.25,18.3,94.0,32.0,56.0,182.0,20.0,14.0,2.0,13.0,3.0,41.0,35.0,74.0,106.0,6.0,10.0,65.0,29.0,17.0,8.0,63.0,33.0,30.0,2.41,4.11,13.72,6.0,4.0,10.0,182.0,126.0,126.0,1.0,2.02,4.89,4.89,17.38,17.38,16.87
TOR,2022,TOR,TOR,Team Level,all,64,0.54,0.51,0.52,231964.0,2072.03,223.64,151.95,466.39,68.32,1130.77,796.93,213.13,225.65,215.08,2057.0,781.0,887.0,3725.0,216.0,194.0,32.0,417.0,68.0,899.0,1044.0,1841.0,2622.0,222.0,480.0,1823.0,1362.0,580.0,661.0,1939.0,643.0,256.0,58.42,80.27,84.95,65.0,73.0,78.0,3782.57,2838.0,2871.61,369.0,33.51,42.51,42.56,214.59,216.5,211.01,1887.2,188.26,133.5,435.27,62.93,1030.81,748.24,179.05,187.54,178.36,1851.0,748.0,943.0,3542.0,170.0,186.0,27.0,387.0,77.0,880.0,899.0,1681.0,2429.0,226.0,475.0,1595.0,2050.0,505.0,606.0,1826.0,577.0,196.0,51.41,70.54,66.31,60.0,58.0,52.0,3496.96,2599.0,2576.55,353.0,29.48,39.21,39.21,178.53,177.98,173.59
TOR,2022,TOR,TOR,Team Level,5on5,64,0.54,0.51,0.52,187103.0,1620.17,153.39,112.69,379.86,53.14,888.95,636.97,147.62,155.39,149.57,1599.0,626.0,720.0,2945.0,142.0,134.0,21.0,351.0,55.0,702.0,841.0,1457.0,2083.0,204.0,446.0,1427.0,1264.0,498.0,547.0,1564.0,512.0,149.0,47.64,64.27,41.46,56.0,54.0,32.0,3002.57,2225.0,2258.61,320.0,23.41,28.57,28.55,148.26,150.17,147.16,1473.55,130.4,99.76,354.25,49.16,801.56,596.87,125.16,129.69,124.47,1427.0,605.0,762.0,2794.0,110.0,141.0,17.0,318.0,65.0,678.0,720.0,1317.0,1922.0,208.0,441.0,1197.0,1919.0,426.0,495.0,1466.0,445.0,121.0,41.89,54.36,34.14,47.0,42.0,21.0,2748.96,2032.0,2009.55,321.0,20.71,27.71,28.19,122.93,122.37,119.88
TOR,2022,TOR,TOR,Team Level,4on5,64,0.22,0.16,0.19,19018.0,63.02,8.53,3.73,9.66,2.15,20.44,40.48,8.24,8.53,8.24,72.0,13.0,9.0,94.0,7.0,5.0,1.0,4.0,3.0,18.0,48.0,65.0,78.0,5.0,8.0,133.0,59.0,51.0,36.0,50.0,19.0,16.0,1.42,2.48,4.63,1.0,3.0,3.0,94.0,85.0,85.0,33.0,0.85,1.4,1.4,7.99,7.99,7.91,261.87,30.86,23.5,55.51,8.74,162.38,83.01,29.12,30.86,29.12,267.0,97.0,114.0,478.0,33.0,26.0,7.0,51.0,9.0,143.0,102.0,234.0,331.0,9.0,18.0,198.0,41.0,18.0,79.0,249.0,78.0,37.0,5.67,9.14,16.06,6.0,7.0,20.0,478.0,364.0,364.0,9.0,6.0,5.51,5.04,31.83,31.83,30.55
TOR,2022,TOR,TOR,Team Level,5on4,64,0.86,0.86,0.85,18671.0,310.79,41.1,29.88,63.63,10.45,182.62,93.32,38.07,41.1,38.07,311.0,110.0,120.0,541.0,48.0,48.0,9.0,51.0,5.0,151.0,118.0,263.0,373.0,11.0,22.0,182.0,22.0,11.0,58.0,278.0,85.0,58.0,7.52,10.13,23.45,7.0,12.0,29.0,541.0,421.0,421.0,5.0,7.66,10.14,10.14,38.62,38.62,37.04,58.79,6.74,3.23,8.34,1.86,17.66,39.18,6.46,6.74,6.46,63.0,14.0,11.0,88.0,7.0,5.0,1.0,5.0,0.0,18.0,42.0,56.0,70.0,3.0,6.0,135.0,61.0,44.0,24.0,48.0,21.0,8.0,1.44,2.92,2.38,1.0,5.0,1.0,88.0,77.0,77.0,22.0,0.75,1.1,1.1,6.39,6.39,6.3
CBJ,2022,CBJ,CBJ,Team Level,other,64,0.54,0.5,0.5,8622.0,129.64,28.92,10.62,22.91,4.56,71.55,36.42,24.5,28.92,24.5,122.0,53.0,50.0,225.0,20.0,19.0,2.0,16.0,5.0,71.0,44.0,102.0,155.0,6.0,12.0,103.0,16.0,15.0,17.0,78.0,54.0,43.0,2.65,6.69,19.58,4.0,6.0,10.0,225.0,175.0,175.0,5.0,3.06,7.06,7.06,24.93,24.93,22.39,128.85,25.14,9.47,22.63,4.32,73.75,41.67,24.18,25.14,24.18,120.0,57.0,50.0,227.0,31.0,7.0,4.0,22.0,3.0,62.0,52.0,89.0,146.0,4.0,8.0,104.0,18.0,10.0,10.0,98.0,46.0,33.0,3.69,5.88,15.58,6.0,7.0,18.0,227.0,177.0,177.0,3.0,2.81,2.16,2.16,25.8,25.8,24.96
CBJ,2022,CBJ,CBJ,Team Level,all,64,0.45,0.46,0.45,232359.0,1915.14,184.7,133.43,438.1,63.49,1047.39,761.88,175.44,183.44,174.25,1857.0,772.0,906.0,3535.0,166.0,176.0,21.0,433.0,67.0,840.0,947.0,1691.0,2463.0,229.0,497.0,1840.0,1479.0,417.0,434.0,1899.0,547.0,183.0,56.08,66.16,62.45,57.0,68.0,41.0,3483.04,2629.0,2597.99,219.0,29.56,36.69,36.75,177.51,176.18,171.13,2293.31,226.0,161.23,528.69,75.85,1269.73,898.48,216.17,229.09,219.17,2260.0,900.0,1073.0,4233.0,238.0,224.0,38.0,549.0,76.0,1015.0,1058.0,2022.0,2922.0,203.0,445.0,1961.0,1131.0,446.0,412.0,2284.0,637.0,239.0,65.82,78.68,81.51,82.0,81.0,75.0,4330.63,3160.0,3220.14,194.0,35.7,48.37,48.37,213.34,216.38,211.03
CBJ,2022,CBJ,CBJ,Team Level,5on5,64,0.44,0.45,0.45,190378.0,1490.23,125.09,98.86,358.2,49.49,809.05,607.31,121.15,123.83,119.97,1446.0,602.0,750.0,2798.0,113.0,135.0,16.0,349.0,53.0,640.0,758.0,1333.0,1935.0,193.0,425.0,1429.0,1384.0,362.0,374.0,1533.0,412.0,103.0,46.57,49.89,28.65,45.0,53.0,15.0,2746.04,2048.0,2016.99,202.0,20.42,25.21,25.27,120.24,118.9,117.1,1812.84,160.1,121.56,437.43,59.81,996.89,727.2,153.71,163.18,156.7,1797.0,706.0,896.0,3399.0,161.0,182.0,30.0,456.0,65.0,789.0,850.0,1636.0,2342.0,176.0,391.0,1539.0,1069.0,371.0,351.0,1853.0,489.0,161.0,53.9,60.51,45.69,68.0,61.0,32.0,3496.63,2503.0,2563.14,177.0,25.15,38.65,38.65,146.6,149.65,146.77
CBJ,2022,CBJ,CBJ,Team Level,4on5,64,0.15,0.15,0.16,17651.0,58.04,5.77,2.93,7.17,1.61,17.64,40.88,5.67,5.77,5.67,61.0,15.0,13.0,89.0,4.0,0.0,0.0,10.0,2.0,13.0,47.0,57.0,72.0,13.0,26.0,153.0,57.0,31.0,13.0,51.0,17.0,8.0,1.44,2.09,2.24,0.0,2.0,2.0,89.0,76.0,76.0,10.0,0.68,0.0,0.0,6.45,6.45,6.34,295.74,34.0,27.2,61.3,9.97,182.14,92.39,31.69,34.0,31.69,283.0,124.0,116.0,523.0,39.0,32.0,4.0,67.0,7.0,152.0,110.0,244.0,368.0,17.0,34.0,181.0,12.0,11.0,39.0,289.0,83.0,35.0,6.83,9.76,17.42,6.0,11.0,22.0,523.0,407.0,407.0,3.0,7.05,6.74,6.74,34.31,34.31,32.77
CBJ,2022,CBJ,CBJ,Team Level,5on4,64,0.79,0.83,0.82,15708.0,237.22,24.91,21.01,49.82,7.83,149.15,77.28,24.12,24.91,24.12,228.0,102.0,93.0,423.0,29.0,22.0,3.0,58.0,7.0,116.0,98.0,199.0,301.0,17.0,34.0,155.0,22.0,9.0,30.0,237.0,64.0,29.0,5.42,7.5,11.98,8.0,7.0,14.0,423.0,330.0,330.0,2.0,5.41,4.42,4.42,25.9,25.9,25.31,55.88,6.76,3.0,7.32,1.75,16.94,37.22,6.59,6.76,6.59,60.0,13.0,11.0,84.0,7.0,3.0,0.0,4.0,1.0,12.0,46.0,53.0,66.0,6.0,12.0,137.0,32.0,54.0,12.0,44.0,19.0,10.0,1.39,2.54,2.83,2.0,2.0,3.0,84.0,73.0,73.0,11.0,0.69,0.82,0.82,6.63,6.63,6.53
MIN,2022,MIN,MIN,Team Level,other,65,0.56,0.53,0.54,9259.0,152.21,35.66,10.88,25.87,5.0,77.2,50.4,31.14,35.66,31.14,147.0,58.0,55.0,260.0,26.0,13.0,3.0,19.0,2.0,77.0,68.0,121.0,179.0,5.0,10.0,104.0,27.0,20.0,23.0,96.0,59.0,50.0,4.05,7.35,24.24,2.0,6.0,18.0,260.0,205.0,205.0,9.0,3.27,4.7,4.7,34.23,34.23,30.92,131.17,28.11,9.56,23.95,4.38,63.85,44.16,25.48,28.11,25.48,131.0,43.0,59.0,233.0,27.0,19.0,4.0,16.0,1.0,46.0,65.0,104.0,147.0,12.0,24.0,124.0,26.0,23.0,22.0,79.0,51.0,44.0,2.98,6.33,18.8,1.0,6.0,20.0,233.0,174.0,174.0,12.0,2.79,5.6,5.6,25.29,25.29,24.14
MIN,2022,MIN,MIN,Team Level,all,65,0.51,0.5,0.52,238597.0,2096.82,206.41,145.39,473.85,68.27,1149.03,849.04,196.25,207.22,197.05,2038.0,854.0,945.0,3837.0,179.0,190.0,27.0,437.0,55.0,960.0,1071.0,1859.0,2713.0,260.0,599.0,1725.0,1410.0,434.0,416.0,2082.0,605.0,205.0,60.34,73.66,72.4,43.0,76.0,60.0,3860.5,2892.0,2909.06,205.0,32.57,38.86,38.86,200.12,200.89,194.44,1967.65,194.81,135.13,455.1,65.75,1088.34,782.89,184.46,194.3,184.04,1964.0,758.0,1048.0,3770.0,167.0,173.0,20.0,370.0,83.0,888.0,1041.0,1797.0,2555.0,262.0,606.0,1910.0,1278.0,377.0,458.0,1970.0,555.0,197.0,57.12,66.63,71.07,55.0,59.0,53.0,3756.0,2722.0,2717.37,262.0,30.02,37.06,37.15,187.68,187.61,181.2
MIN,2022,MIN,MIN,Team Level,5on5,65,0.51,0.5,0.51,190991.0,1582.66,129.34,103.46,376.13,51.33,871.65,659.1,125.59,130.15,126.38,1515.0,676.0,769.0,2960.0,106.0,135.0,16.0,349.0,46.0,729.0,826.0,1409.0,2085.0,242.0,563.0,1291.0,1318.0,367.0,343.0,1641.0,443.0,107.0,47.03,53.79,28.52,37.0,49.0,20.0,2983.5,2191.0,2208.06,174.0,21.36,24.46,24.66,126.05,126.82,124.75,1508.43,125.85,98.08,364.71,50.67,832.94,618.75,121.47,125.34,121.05,1498.0,593.0,815.0,2906.0,108.0,123.0,14.0,291.0,69.0,679.0,821.0,1390.0,1983.0,222.0,526.0,1445.0,1195.0,299.0,372.0,1570.0,413.0,108.0,45.68,49.5,30.67,48.0,43.0,17.0,2892.0,2091.0,2086.37,226.0,20.22,25.47,26.13,119.95,119.88,117.77
MIN,2022,MIN,MIN,Team Level,4on5,65,0.14,0.13,0.17,19892.0,61.84,6.08,2.88,8.56,1.86,18.46,43.15,5.97,6.08,5.97,63.0,18.0,8.0,89.0,7.0,3.0,0.0,5.0,1.0,11.0,54.0,56.0,74.0,4.0,8.0,154.0,44.0,35.0,17.0,54.0,19.0,8.0,1.48,2.45,2.15,0.0,4.0,3.0,89.0,81.0,81.0,16.0,0.67,0.85,0.85,5.91,5.91,5.89,291.67,36.99,25.58,61.57,9.6,180.0,94.25,33.68,36.99,33.68,297.0,111.0,165.0,573.0,31.0,31.0,2.0,57.0,12.0,157.0,120.0,266.0,377.0,17.0,34.0,198.0,11.0,11.0,42.0,288.0,80.0,40.0,7.46,9.51,20.02,5.0,10.0,16.0,573.0,408.0,408.0,4.0,6.58,5.98,5.42,38.14,38.14,35.02
MIN,2022,MIN,MIN,Team Level,5on4,65,0.9,0.9,0.89,18455.0,300.1,35.33,28.17,63.32,10.08,181.72,96.4,33.57,35.33,33.57,313.0,102.0,113.0,528.0,40.0,39.0,8.0,64.0,6.0,143.0,123.0,273.0,375.0,9.0,18.0,176.0,21.0,12.0,33.0,291.0,84.0,40.0,7.76,10.07,17.49,4.0,17.0,19.0,528.0,415.0,415.0,6.0,7.27,8.86,8.65,33.95,33.95,32.89,36.38,3.85,1.91,4.88,1.1,11.54,25.72,3.83,3.85,3.83,38.0,11.0,9.0,58.0,1.0,0.0,0.0,6.0,1.0,6.0,35.0,37.0,48.0,11.0,22.0,143.0,46.0,44.0,22.0,33.0,11.0,5.0,0.99,1.28,1.58,1.0,0.0,0.0,58.0,49.0,49.0,20.0,0.44,0.0,0.0,4.29,4.29,4.27
NYR,2022,NYR,NYR,Team Level,other,63,0.54,0.54,0.53,7922.0,123.64,29.75,8.74,21.67,4.23,66.69,39.92,28.5,29.75,28.5,107.0,64.0,64.0,235.0,31.0,9.0,1.0,7.0,5.0,70.0,49.0,76.0,140.0,7.0,14.0,106.0,22.0,23.0,20.0,81.0,53.0,37.0,3.27,6.59,19.88,4.0,6.0,21.0,235.0,171.0,171.0,3.0,2.55,2.08,2.08,30.21,30.21,29.14,111.94,25.67,7.99,19.34,3.82,56.37,35.8,23.29,25.67,23.29,111.0,38.0,52.0,201.0,21.0,10.0,3.0,20.0,1.0,51.0,46.0,90.0,128.0,5.0,10.0,87.0,19.0,10.0,19.0,62.0,52.0,35.0,2.12,6.27,17.29,1.0,7.0,13.0,201.0,149.0,149.0,7.0,2.38,4.5,4.5,23.55,23.55,22.01
NYR,2022,NYR,NYR,Team Level,all,63,0.51,0.52,0.53,229994.0,2046.97,199.73,145.19,464.28,68.02,1149.55,821.24,192.08,201.03,193.3,2008.0,840.0,939.0,3787.0,206.0,159.0,13.0,324.0,51.0,1125.0,983.0,1802.0,2642.0,208.0,476.0,1671.0,1606.0,489.0,664.0,2084.0,581.0,183.0,62.96,70.45,66.34,71.0,77.0,58.0,3811.42,2848.0,2863.56,314.0,32.34,28.72,28.72,203.35,204.59,199.41,1867.51,190.72,129.49,428.23,61.63,1006.18,734.81,181.08,190.63,181.06,1834.0,718.0,894.0,3446.0,177.0,158.0,27.0,281.0,35.0,898.0,1004.0,1657.0,2375.0,225.0,520.0,1750.0,1378.0,440.0,601.0,1799.0,555.0,198.0,52.4,68.51,69.81,60.0,61.0,56.0,3441.48,2552.0,2554.05,299.0,28.69,37.68,38.07,181.35,181.4,176.51
NYR,2022,NYR,NYR,Team Level,5on5,63,0.49,0.51,0.51,187000.0,1518.81,123.55,100.89,362.01,49.92,846.83,627.79,120.03,124.84,121.25,1511.0,600.0,736.0,2847.0,132.0,110.0,9.0,261.0,39.0,821.0,748.0,1379.0,1979.0,183.0,423.0,1265.0,1524.0,400.0,568.0,1602.0,411.0,98.0,47.71,49.37,26.48,54.0,59.0,19.0,2871.42,2111.0,2126.56,287.0,20.83,20.29,20.37,124.02,125.25,123.19,1476.35,127.65,98.23,355.44,48.75,793.2,593.8,122.93,127.55,122.89,1444.0,574.0,730.0,2748.0,122.0,118.0,18.0,228.0,30.0,713.0,808.0,1322.0,1896.0,199.0,465.0,1355.0,1301.0,385.0,497.0,1471.0,429.0,118.0,43.99,52.91,30.74,57.0,42.0,23.0,2743.48,2018.0,2020.05,268.0,20.37,23.13,23.51,124.51,124.56,122.48
NYR,2022,NYR,NYR,Team Level,4on5,63,0.16,0.19,0.21,16638.0,64.64,6.43,3.35,9.3,1.89,19.62,44.41,6.4,6.43,6.4,63.0,22.0,12.0,97.0,6.0,2.0,0.0,5.0,0.0,16.0,56.0,57.0,79.0,7.0,14.0,111.0,41.0,50.0,18.0,57.0,20.0,8.0,1.96,2.39,2.08,2.0,2.0,2.0,97.0,85.0,85.0,16.0,0.78,0.06,0.06,7.15,7.15,7.13,234.72,33.23,21.08,47.02,7.71,142.46,74.5,30.77,33.23,30.77,231.0,95.0,101.0,427.0,31.0,27.0,6.0,31.0,4.0,124.0,109.0,200.0,295.0,14.0,28.0,162.0,16.0,14.0,68.0,225.0,60.0,41.0,5.34,7.42,20.47,2.0,10.0,19.0,427.0,326.0,326.0,8.0,5.44,9.02,9.02,29.65,29.65,28.39
NYR,2022,NYR,NYR,Team Level,5on4,63,0.91,0.9,0.89,18434.0,339.88,40.0,32.2,71.3,11.97,216.41,109.13,37.15,40.0,37.15,327.0,154.0,127.0,608.0,37.0,38.0,3.0,51.0,7.0,218.0,130.0,290.0,444.0,11.0,25.0,189.0,19.0,16.0,58.0,344.0,97.0,40.0,10.03,12.08,17.89,11.0,10.0,16.0,608.0,481.0,481.0,8.0,8.19,6.3,6.22,41.97,41.97,39.95,44.5,4.18,2.18,6.44,1.36,14.13,30.72,4.11,4.18,4.11,48.0,11.0,11.0,70.0,3.0,3.0,0.0,2.0,0.0,10.0,41.0,45.0,56.0,7.0,17.0,146.0,42.0,31.0,17.0,41.0,14.0,4.0,0.96,1.9,1.31,0.0,2.0,1.0,70.0,59.0,59.0,16.0,0.5,1.04,1.04,3.64,3.64,3.63
LAK,2022,LAK,LAK,Team Level,other,65,0.47,0.46,0.46,9042.0,119.18,22.95,7.92,20.67,3.77,58.53,49.23,21.71,22.95,21.71,118.0,46.0,49.0,213.0,24.0,7.0,0.0,14.0,5.0,51.0,63.0,94.0,140.0,7.0,14.0,112.0,33.0,13.0,21.0,87.0,51.0,26.0,3.41,6.25,13.29,2.0,8.0,14.0,213.0,164.0,164.0,14.0,2.2,2.54,2.54,22.55,22.55,21.76,140.29,25.98,10.61,24.74,4.67,78.58,46.43,24.23,25.98,24.23,134.0,57.0,55.0,246.0,28.0,11.0,1.0,26.0,6.0,68.0,52.0,106.0,163.0,5.0,12.0,113.0,34.0,24.0,14.0,97.0,62.0,32.0,4.16,7.7,14.12,6.0,8.0,14.0,246.0,191.0,191.0,5.0,3.05,2.96,2.96,26.07,26.07,24.92
